ApsimVersion = 7.4
Title = Cultivar_Burbank Plant2 diagnostic variables
    dd/mmm/yyyy   AccumTtemerg StageCodeValue          no3()          nh4()         urea()    surfaceom_n       biom_n()        fom_n()        hum_n()         dnit()      leach_no3    AccumPlantN AccumMineralisation     AccumDenit      AccumFert     AccumLeach    AccumDetach   DeltaSoilOMN DeltaSurfaceOMN DeltaSoilMineralN RootNUptakeSupply             eo             es       sw_dep()      dul_dep()          drain         runoff  outflow_lat()           pond        AccumEO        AccumEP        AccumES  AccumDrainage    AccumRunoff  AccumRainfall AccumIrrigation AccumOutflowLat SoilWaterDeficit  AboveGroundWT  BelowGroundWt        TotalWt     LeafDeadWt     LeafLiveWt     StemDeadWt     StemLiveWt    TuberDeadWt    TuberLiveWt     RootDeadWt     RootLiveWt    GrainLiveWt    GrainDeadWt   FloretLiveWt   FloretDeadWt   AboveGroundN   BelowGroundN         TotalN     TotalLiveN     TotalDeadN      LeafDeadN      LeafLiveN      StemDeadN      StemLiveN     TuberDeadN     TuberLiveN      RootLiveN      RootDeadN     GrainLiveN     GrainDeadN    FloretLiveN    FloretDeadN LeafLiveNConc3 LeafDeadNConc3 StemLiveNConc3 TuberLiveNConc3  RootLiveNConc GrainLiveNConc FloretLiveNConc RootWaterSupply RootWaterUptake LeafTranspiration LeafWaterDemand      RootDepth    Cover_green      Cover_tot     Cover_dead        LeafLAI    LeafLAIDead         Height         LeafFn         LeafFw LeafPhotosynthesisFtValue LeafPhotosynthesisFvpdValue    LeafTotalNo    LeafGreenNo LeafExpandingNodeNo   LeafCohortNo   LeafBranchNo LeafDeadNodeNo     LeafNodeNo LeafSenescingNodeNo     LeafLeafNo          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6) LeafPartitionFractionValue StemPartitionFractionValue TuberPartitionFractionValue GrainPartitionFractionValue FloretPartitionFractionValue RootPartitionFractionValue GrainMinimumNConcValue FloretMinimumNConcValue LeafMinimumNConcValue StemMinimumNConcValue TuberMinimumNConcValue RootMinimumNConcValue GrainMaximumNConcValue FloretMaximumNConcValue LeafMaximumNConcValue StemMaximumNConcValue TuberMaximumNConcValue RootMaximumNConcValue  leavesPerStem PhenologyEarlyTuberTargetValue StemLiveNonStructuralN StemLiveStructuralN StemLiveStructuralWt StemLiveNonStructuralWt LeafLiveNonStructuralN LeafLiveNonStructuralWt LeafLiveStructuralN LeafLiveStructuralWt LeafTotalStructuralN LeafTotalNonStructuralN LeafTotalStructuralWt LeafTotalNonStructuralWt
  (dd/mmm/yyyy)             ()             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)             ()                  ()             ()             ()             ()             ()             ()              ()                ()            (g/m2)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)             ()             ()             ()             ()             ()             ()              ()              ()               ()        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m2)         (g/m2)             ()             ()             ()             ()        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m2)         (g/m2)             ()             ()             ()             ()             ()             ()             ()              ()          (g/g)             ()              ()            (mm)            (mm)              (mm)            (mm)           (mm)             ()             ()             ()      (m^2/m^2)      (m^2/m^2)             ()             ()             ()                     (0-1)                          ()       (/plant)       (/plant)                  ()             ()          (/m2)             ()             ()                  ()        (/stem)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)                         ()                         ()                          ()                          ()                           ()                         ()                     ()                      ()                    ()                    ()                     ()                    ()                     ()                      ()                    ()                    ()                     ()                    ()             ()                             ()                (g/m^2)             (g/m^2)              (g/m^2)                 (g/m^2)                (g/m^2)                 (g/m^2)             (g/m^2)              (g/m^2)              (g/m^2)                 (g/m^2)               (g/m^2)                  (g/m^2)
    11/Feb/2004       1129.119          6.035           23.3            2.7            0.0            0.7          264.8            7.2        18611.4            0.0            0.0       -263.463              27.153         -1.696        169.000         -0.304          0.000        -17.891          -9.266          -175.249             0.056          2.755          0.509        430.124        453.000          0.030          0.000          0.000          0.000       -504.903       -279.278       -131.962        -17.747          0.000         80.200         330.000           0.000          -18.787         552.56        1153.03        1705.59         217.27         139.74           0.00         195.55           0.00        1092.13          0.000         60.903              ?              ?              ?              ?          11.17          15.84          27.01          23.97           3.04           3.04           6.03           0.00           2.09           0.00          15.23          0.609          0.000              ?              ?              ?              ?          0.043          0.014          0.011           0.014          0.010              ?               ?           6.040           3.549             3.549           3.549        900.000          0.965          0.971          0.174          4.192          6.358        293.768          0.410          1.000                     1.000                       1.000        171.917        138.917               6.000         32.000         32.009             11         32.453              13.000         57.306          0.272          0.281          0.286          0.269          0.300          0.300            2.1            5.2            6.5            4.2            3.6            1.7                          ?                      0.000                       1.000                           ?                            ?                      0.000                      ?                       ?                 0.028                 0.006                  0.006                 0.010                      ?                       ?                 0.065                 0.022                  0.017                 0.010         57.306                        800.000                   1.57                0.53                88.00                  107.55                   4.08                   69.87                1.96                69.87                 5.00                    4.08                178.50                   178.50
    12/Feb/2004       1142.756          6.051           23.3            2.8            0.0            0.7          264.6            7.1        18611.2            0.0            0.0       -264.022              27.643         -1.696        169.000         -0.305          0.000        -18.350          -9.296          -175.319             0.053          4.817          0.896        424.275        453.000          0.015          0.000          0.000          0.000       -507.657       -282.827       -132.472        -17.777          0.000         80.200         330.000           0.000          -22.876         554.84        1184.93        1739.78         223.06         136.24           0.00         195.55           0.00        1124.03          0.000         60.903              ?              ?              ?              ?          10.99          16.08          27.06          23.94           3.12           3.12           5.86           0.00           2.00           0.00          15.47          0.609          0.000              ?              ?              ?              ?          0.043          0.014          0.011           0.014          0.010              ?               ?           5.753           4.938             4.938           4.938        900.000          0.962          0.969          0.178          4.087          6.531        293.768          0.406          1.000                     1.000                       1.000        171.917        138.917               6.000         32.000         32.009             11         32.453              13.000         57.306          0.256          0.272          0.279          0.269          0.300          0.300            2.3            5.2            6.3            4.2            3.6            1.7                          ?                      0.000                       1.000                           ?                            ?                      0.000                      ?                       ?                 0.028                 0.006                  0.006                 0.010                      ?                       ?                 0.065                 0.022                  0.017                 0.010         57.306                        790.928                   1.47                0.53                88.00                  107.55                   3.96                   68.12                1.91                68.12                 5.03                    3.96                179.65                   179.65
    13/Feb/2004       1154.556          6.065           23.4            2.8            0.0            0.7          264.4            7.0        18610.9            0.0            0.0       -264.552              28.192         -1.696        169.000         -0.305          0.000        -18.877          -9.317          -175.300             0.050          3.606          0.674        419.899        453.000          0.008          0.000          0.000          0.000       -512.474       -287.765       -133.368        -17.792          0.000         80.200         330.000           0.000          -28.725         556.78        1209.59        1766.37         228.26         132.97           0.00         195.55           0.00        1148.69          0.000         60.903              ?              ?              ?              ?          10.82          16.29          27.11          23.92           3.20           3.20           5.71           0.00           1.92           0.00          15.68          0.609          0.000              ?              ?              ?              ?          0.043          0.014          0.010           0.014          0.010              ?               ?           5.404           3.694             3.694           3.694        900.000          0.959          0.966          0.182          3.989          6.688        293.768          0.403          1.000                     1.000                       1.000        171.917        138.917               5.000         32.000         32.009             11         32.453              14.000         57.306          0.245          0.264          0.273          0.269          0.300          0.300            2.4            5.3            6.2            4.1            3.6            1.7                          ?                      0.000                       1.000                           ?                            ?                      0.000                      ?                       ?                 0.028                 0.006                  0.006                 0.010                      ?                       ?                 0.065                 0.022                  0.017                 0.010         57.306                        778.660                   1.39                0.53                88.00                  107.55                   3.85                   66.49                1.86                66.49                 5.06                    3.85                180.62                   180.62
    14/Feb/2004       1168.397          6.081           23.4            2.8            0.0            0.6          264.2            6.9        18610.6            0.0            0.0       -265.049              28.789         -1.696        169.000         -0.305          0.000        -19.461          -9.331          -175.200             0.048          3.169          0.595        417.173        453.000          0.004          0.000          0.000          0.000       -516.080       -291.459       -134.042        -17.800          0.000         81.800         330.000           0.000          -33.101         558.94        1229.25        1788.19         233.99         129.40           0.00         195.55           0.00        1168.35          0.000         60.903              ?              ?              ?              ?          10.64          16.52          27.16          23.89           3.28           3.28           5.52           0.00           1.84           0.00          15.91          0.609          0.000              ?              ?              ?              ?          0.043          0.014          0.010           0.014          0.010              ?               ?           5.290           3.727             3.727           3.727        900.000          0.955          0.964          0.186          3.882          6.859        293.768          0.397          1.000                     1.000                       1.000        171.917        135.688               5.000         32.000         32.009             12         32.453              13.000         57.306          0.247          0.258          0.267          0.269          0.300          0.300            2.6            5.4            6.1            4.0            3.6            1.7                          ?                      0.000                       1.000                           ?                            ?                      0.000                      ?                       ?                 0.028                 0.006                  0.006                 0.010                      ?                       ?                 0.065                 0.022                  0.017                 0.010         57.306                        766.321                   1.32                0.53                88.00                  107.55                   3.71                   64.70                1.81                64.70                 5.09                    3.71                181.69                   181.69
    15/Feb/2004       1179.047          6.093           23.4            2.9            0.0            0.6          264.0            6.8        18610.4            0.0            0.0       -265.533              29.370         -1.696        169.000         -0.305          0.000        -20.020          -9.354          -175.104             0.051          1.507          0.285        421.312        453.000          0.002          0.000          0.000          0.000       -519.249       -295.186       -134.637        -17.803          0.000         87.600         330.000           0.000          -35.827         560.49        1239.25        1799.74         238.28         126.66           0.00         195.55           0.00        1178.35          0.000         60.903              ?              ?              ?              ?          10.51          16.71          27.21          23.88           3.34           3.34           5.39           0.00           1.78           0.00          16.10          0.609          0.000              ?              ?              ?              ?          0.043          0.014          0.009           0.014          0.010              ?               ?           5.541           1.375             1.375           1.375        900.000          0.952          0.961          0.189          3.800          6.988        293.768          0.394          1.000                     1.000                       1.000        171.917        135.688               5.000         32.000         32.009             12         32.453              13.000         57.306          0.279          0.266          0.265          0.270          0.300          0.300            2.6            5.6            6.0            4.0            3.6            1.7                          ?                      0.000                       1.000                           ?                            ?                      0.000                      ?                       ?                 0.028                 0.006                  0.006                 0.010                      ?                       ?                 0.065                 0.022                  0.017                 0.010         57.306                        753.915                   1.25                0.53                88.00                  107.55                   3.62                   63.33                1.77                63.33                 5.11                    3.62                182.47                   182.47
    16/Feb/2004       1189.847          6.106           23.4            2.9            0.0            0.6          263.8            6.8        18610.1            0.0            0.0       -266.038              29.917         -1.696        169.000         -0.305          0.000        -20.553          -9.368          -175.062             0.049          3.894          0.739        417.129        453.000          0.001          0.000          0.000          0.000       -520.756       -296.561       -134.922        -17.805          0.000         87.800         330.000           0.000          -31.688         562.18        1267.05        1829.22         242.71         123.91           0.00         195.55           0.00        1206.14          0.000         60.903              ?              ?              ?              ?          10.37          16.89          27.26          23.86           3.40           3.40           5.26           0.00           1.72           0.00          16.28          0.609          0.000              ?              ?              ?              ?          0.043          0.014          0.009           0.014          0.010              ?               ?           5.388           3.643             3.643           3.643        900.000          0.949          0.959          0.192          3.717          7.121        293.768          0.390          1.000                     1.000                       1.000        171.917        130.620               5.000         32.000         32.009             13         32.453              13.000         57.306          0.261          0.261          0.261          0.269          0.299          0.300            2.6            5.7            5.9            3.9            3.6            1.7                          ?                      0.000                       1.000                           ?                            ?                      0.000                      ?                       ?                 0.028                 0.006                  0.006                 0.010                      ?                       ?                 0.065                 0.021                  0.017                 0.010         57.306                        741.447                   1.19                0.53                88.00                  107.55                   3.52                   61.96                1.73                61.96                 5.13                    3.52                183.31                   183.31
    17/Feb/2004       1201.047          6.119           23.3            2.9            0.0            0.6          263.6            6.7        18609.9            0.0            0.0       -266.530              30.398         -1.696        169.000         -0.305          0.000        -21.016          -9.381          -175.073             0.048          2.927          0.558        416.208        453.000          0.000          0.000          0.000          0.000       -524.650       -300.204       -135.661        -17.806          0.000         90.200         330.000           0.000          -35.871         563.84        1287.25        1851.09         247.18         121.11           0.00         195.55           0.00        1226.35          0.000         60.903              ?              ?              ?              ?          10.23          17.08          27.31          23.85           3.46           3.46           5.11           0.00           1.66           0.00          16.47          0.609          0.000              ?              ?              ?              ?          0.042          0.014          0.009           0.014          0.010              ?               ?           5.331           2.762             2.762           2.762        900.000          0.945          0.956          0.196          3.633          7.255        293.768          0.384          1.000                     1.000                       1.000        171.917        130.620               5.000         32.000         32.009             13         32.453              13.000         57.306          0.266          0.259          0.258          0.269          0.298          0.300            2.6            5.7            5.8            3.8            3.6            1.7                          ?                      0.000                       1.000                           ?                            ?                      0.000                      ?                       ?                 0.028                 0.006                  0.006                 0.010                      ?                       ?                 0.065                 0.021                  0.017                 0.010         57.306                        728.920                   1.13                0.53                88.00                  107.55                   3.41                   60.56                1.70                60.56                 5.16                    3.41                184.14                   184.14
    18/Feb/2004       1214.393          6.135           23.3            2.9            0.0            0.6          263.5            6.7        18609.7            0.0            0.0       -267.011              30.824         -1.696        169.000         -0.305          0.000        -21.430          -9.396          -175.128             0.046          4.038          0.774        410.793        453.000          0.000          0.000          0.000          0.000       -527.577       -302.967       -136.219        -17.807          0.000         90.200         330.000           0.000          -36.792         565.74        1312.16        1877.90         252.49         117.70           0.00         195.55           0.00        1251.26          0.000         60.903              ?              ?              ?              ?          10.08          17.28          27.36          23.82           3.53           3.53           4.93           0.00           1.61           0.00          16.67          0.609          0.000              ?              ?              ?              ?          0.042          0.014          0.009           0.013          0.010              ?               ?           5.091           4.640             4.640           4.640        900.000          0.941          0.953          0.199          3.531          7.415        293.768          0.375          1.000                     1.000                       1.000        171.917        130.620               4.000         32.000         32.009             13         32.453              13.000         57.306          0.246          0.252          0.253          0.269          0.297          0.300            2.7            5.8            5.7            3.8            3.6            1.7                          ?                      0.000                       1.000                           ?                            ?                      0.000                      ?                       ?                 0.028                 0.006                  0.006                 0.010                      ?                       ?                 0.065                 0.021                  0.017                 0.010         57.306                        716.338                   1.09                0.53                88.00                  107.55                   3.28                   58.85                1.65                58.85                 5.18                    3.28                185.10                   185.10
    19/Feb/2004       1226.975          6.150           23.3            2.9            0.0            0.6          263.4            6.6        18609.5            0.0            0.0       -267.469              31.248         -1.696        169.000         -0.305          0.000        -21.830          -9.421          -175.162             0.043          3.841          0.742        405.394        453.000          0.000          0.000          0.000          0.000       -531.615       -307.607       -136.993        -17.807          0.000         90.200         330.000           0.000          -42.207         567.42        1336.35        1903.78         257.06         114.81           0.00         195.55           0.00        1275.45          0.000         60.903              ?              ?              ?              ?           9.94          17.45          27.40          23.80           3.60           3.60           4.78           0.00           1.57           0.00          16.85          0.609          0.000              ?              ?              ?              ?          0.042          0.014          0.008           0.013          0.010              ?               ?           4.759           4.658             4.658           4.658        900.000          0.936          0.949          0.203          3.444          7.552        293.768          0.367          1.000                     1.000                       1.000        171.917        124.219               4.000         32.000         32.009             14         32.453              12.000         57.306          0.229          0.244          0.248          0.269          0.296          0.300            2.8            5.8            5.7            3.7            3.5            1.7                          ?                      0.000                       1.000                           ?                            ?                      0.000                      ?                       ?                 0.028                 0.006                  0.006                 0.010                      ?                       ?                 0.065                 0.021                  0.017                 0.010         57.306                        703.705                   1.04                0.53                88.00                  107.55                   3.17                   57.41                1.61                57.41                 5.21                    3.17                185.94                   185.94
    20/Feb/2004       1238.025          6.163           23.3            3.0            0.0            0.5          263.2            6.5        18609.3            0.0            0.0       -267.895              31.690         -1.696        169.000         -0.305          0.000        -22.250          -9.441          -175.145             0.047          3.962          0.770        409.401        453.000          0.000          0.000          0.000          0.000       -535.456       -312.264       -137.735        -17.807          0.000         99.000         330.000           0.000          -47.606         568.83        1363.93        1932.77         261.04         112.25           0.00         195.55           0.00        1303.03          0.000         60.903              ?              ?              ?              ?           9.83          17.62          27.45          23.79           3.65           3.65           4.64           0.00           1.53           0.00          17.01          0.609          0.000              ?              ?              ?              ?          0.042          0.014          0.008           0.013          0.010              ?               ?           5.205           4.024             4.024           4.024        900.000          0.932          0.946          0.206          3.367          7.671        293.768          0.361          1.000                     1.000                       1.000        171.917        124.219               4.000         32.000         32.009             14         32.453              12.000         57.306          0.272          0.250          0.245          0.269          0.294          0.300            2.7            6.1            5.6            3.7            3.5            1.7                          ?                      0.000                       1.000                           ?                            ?                      0.000                      ?                       ?                 0.028                 0.006                  0.006                 0.010                      ?                       ?                 0.065                 0.020                  0.017                 0.010         57.306                        691.024                   1.00                0.53                88.00                  107.55                   3.07                   56.12                1.57                56.12                 5.23                    3.07                186.64                   186.64
    21/Feb/2004       1249.893          6.177           23.5            3.0            0.0            0.5          263.0            6.4        18609.0            0.0            0.0       -268.364              32.204         -1.696        169.000         -0.305          0.000        -22.754          -9.454          -175.101             0.045          5.446          1.064        403.482        453.000          0.000          0.000          0.000          0.000       -539.418       -316.288       -138.504        -17.807          0.000         99.000         330.000           0.000          -43.599         570.25        1392.40        1962.65         265.29         109.40           0.00         195.55           0.00        1331.50          0.000         60.903              ?              ?              ?              ?           9.71          17.78          27.49          23.78           3.71           3.71           4.50           0.00           1.49           0.00          17.17          0.609          0.000              ?              ?              ?              ?          0.041          0.014          0.008           0.013          0.010              ?               ?           4.854           4.854             4.854           6.477        900.000          0.899          0.920          0.209          3.282          7.799        293.768          0.355          0.749                     1.000                       1.000        171.917        117.318               4.000         32.000         32.009             15         32.453              12.000         57.306          0.246          0.243          0.240          0.269          0.292          0.300            2.8            6.2            5.6            3.6            3.5            1.7                          ?                      0.000                       1.000                           ?                            ?                      0.000                      ?                       ?                 0.028                 0.006                  0.006                 0.010                      ?                       ?                 0.065                 0.020                  0.017                 0.010         57.306                        678.300                   0.97                0.53                88.00                  107.55                   2.97                   54.70                1.53                54.70                 5.25                    2.97                187.35                   187.35
    22/Feb/2004       1261.093          6.190           23.7            3.0            0.0            0.5          262.7            6.4        18608.7            0.0            0.0       -268.812              32.799         -1.696        169.000         -0.305          0.000        -23.320          -9.479          -174.953             0.042          3.676          0.751        399.266        453.000          0.000          0.000          0.000          0.000       -544.864       -321.143       -139.568        -17.807          0.000         99.000         330.000           0.000          -49.518         571.45        1417.78        1989.23         269.19         106.72           0.00         195.55           0.00        1356.87          0.000         60.903              ?              ?              ?              ?           9.59          17.94          27.53          23.76           3.77           3.77           4.36           0.00           1.46           0.00          17.33          0.609          0.000              ?              ?              ?              ?          0.041          0.014          0.008           0.013          0.010              ?               ?           4.506           3.464             3.464           3.464        900.000          0.923          0.939          0.211          3.202          7.915        293.768          0.348          1.000                     1.000                       1.000        171.917        117.318               4.000         32.000         32.009             15         32.453              12.000         57.306          0.231          0.238          0.237          0.269          0.290          0.299            3.0            6.3            5.6            3.6            3.5            1.7                          ?                      0.000                       1.000                           ?                            ?                      0.000                      ?                       ?                 0.028                 0.006                  0.006                 0.010                      ?                       ?                 0.065                 0.020                  0.017                 0.010         57.306                        665.535                   0.93                0.53                88.00                  107.55                   2.87                   53.36                1.49                53.36                 5.26                    2.87                187.95                   187.95
    23/Feb/2004       1273.593          6.205           23.9            2.9            0.0            0.5          262.5            6.3        18608.4            0.0            0.0       -269.233              33.441         -1.696        169.000         -0.305          0.000        -23.953          -9.490          -174.732             0.040          2.048          0.406        396.645        453.000          0.000          0.000          0.000          0.000       -548.540       -324.607       -140.320        -17.807          0.000         99.000         330.000           0.000          -53.734         572.61        1430.97        2003.58         273.53         103.53           0.00         195.55           0.00        1370.07          0.000         60.903              ?              ?              ?              ?           9.47          18.10          27.57          23.74           3.83           3.83           4.21           0.00           1.43           0.00          17.49          0.609          0.000              ?              ?              ?              ?          0.041          0.014          0.007           0.013          0.010              ?               ?           4.284           2.216             2.216           2.216        900.000          0.917          0.935          0.214          3.106          8.046        293.768          0.341          1.000                     1.000                       1.000        171.917        117.318               3.000         32.000         32.009             15         32.453              12.000         57.306          0.222          0.234          0.236          0.269          0.289          0.299            3.2            6.4            5.6            3.5            3.5            1.7                          ?                      0.000                       1.000                           ?                            ?                      0.000                      ?                       ?                 0.028                 0.006                  0.006                 0.010                      ?                       ?                 0.065                 0.020                  0.017                 0.010         57.306                        652.733                   0.91                0.53                88.00                  107.55                   2.76                   51.76                1.45                51.76                 5.28                    2.76                188.53                   188.53
    24/Feb/2004       1286.513          6.220           24.0            2.8            0.0            0.5          262.4            6.2        18608.2            0.0            0.0       -269.636              33.969         -1.696        169.000         -0.305          0.000        -24.469          -9.503          -174.607             0.039          3.299          0.659        392.074        453.000          0.000          0.000          0.000          0.000       -550.588       -326.822       -140.726        -17.807          0.000         99.000         330.000           0.000          -56.355         573.66        1452.10        2025.76         277.76         100.35           0.00         195.55           0.00        1391.20          0.000         60.903              ?              ?              ?              ?           9.35          18.26          27.61          23.72           3.89           3.89           4.06           0.00           1.41           0.00          17.65          0.609          0.000              ?              ?              ?              ?          0.041          0.014          0.007           0.013          0.010              ?               ?           4.112           3.912             3.912           3.912        900.000          0.910          0.930          0.217          3.010          8.173        293.768          0.336          1.000                     1.000                       1.000        171.917        110.417               3.000         32.000         32.009             16         32.453              11.000         57.306          0.208          0.228          0.232          0.268          0.288          0.298            3.3            6.5            5.6            3.5            3.5            1.7                          ?                      0.000                       1.000                           ?                            ?                      0.000                      ?                       ?                 0.028                 0.006                  0.006                 0.010                      ?                       ?                 0.065                 0.019                  0.017                 0.010         57.306                        639.897                   0.88                0.53                88.00                  107.55                   2.65                   50.17                1.40                50.17                 5.29                    2.65                189.05                   189.05
    25/Feb/2004       1295.513          6.230           24.2            2.7            0.0            0.5          262.2            6.2        18608.0            0.0            0.0       -270.024              34.420         -1.696        169.000         -0.305          0.000        -24.906          -9.517          -174.544             0.036          4.399          0.887        387.361        453.000          0.000          0.000          0.000          0.000       -553.886       -330.734       -141.385        -17.807          0.000         99.000         330.000           0.000          -60.926         574.30        1472.45        2046.76         280.56          98.20           0.00         195.55           0.00        1411.55          0.000         60.903              ?              ?              ?              ?           9.27          18.38          27.65          23.72           3.93           3.93           3.96           0.00           1.38           0.00          17.77          0.609          0.000              ?              ?              ?              ?          0.040          0.014          0.007           0.013          0.010              ?               ?           3.826           3.826             3.826           4.599        900.000          0.885          0.910          0.219          2.946          8.256        293.768          0.333          0.832                     1.000                       1.000        171.917        110.417               3.000         32.000         32.009             16         32.453              11.000         57.306          0.193          0.221          0.228          0.267          0.287          0.297            3.5            6.5            5.5            3.4            3.4            1.7                          ?                      0.000                       1.000                           ?                            ?                      0.000                      ?                       ?                 0.028                 0.006                  0.006                 0.010                      ?                       ?                 0.065                 0.019                  0.017                 0.010         57.306                        627.031                   0.86                0.53                88.00                  107.55                   2.58                   49.10                1.37                49.10                 5.30                    2.58                189.38                   189.38
    26/Feb/2004       1307.013          6.244           24.2            2.6            0.0            0.5          262.1            6.1        18607.9            0.0            0.0       -270.380              34.821         -1.696        169.000         -0.305          0.000        -25.301          -9.524          -174.499             0.032          3.877          0.808        382.993        453.000          0.000          0.000          0.000          0.000       -558.286       -334.561       -142.271        -17.807          0.000         99.000         330.000           0.000          -65.639         575.01        1495.19        2070.20         284.08          95.39           0.00         195.55           0.00        1434.29          0.000         60.903              ?              ?              ?              ?           9.17          18.51          27.68          23.70           3.98           3.98           3.83           0.00           1.36           0.00          17.90          0.609          0.000              ?              ?              ?              ?          0.040          0.014          0.007           0.013          0.010              ?               ?           3.559           3.559             3.559           3.611        900.000          0.897          0.920          0.222          2.862          8.362        293.768          0.329          0.986                     1.000                       1.000        171.917        103.516               3.000         32.000         32.009             17         32.453              10.000         57.306          0.181          0.215          0.224          0.266          0.286          0.297            3.6            6.6            5.5            3.4            3.4            1.7                          ?                      0.000                       1.000                           ?                            ?                      0.000                      ?                       ?                 0.028                 0.006                  0.006                 0.010                      ?                       ?                 0.065                 0.019                  0.017                 0.010         57.306                        614.138                   0.83                0.53                88.00                  107.55                   2.50                   47.69                1.34                47.69                 5.31                    2.50                189.73                   189.73
    27/Feb/2004       1318.163          6.257           24.0            2.7            0.0            0.5          262.0            6.1        18607.6            0.0            0.0       -270.700              35.092         -1.696        169.000         -0.305          0.000        -25.560          -9.533          -174.549             0.060          2.970          0.609        404.627        453.000          0.000          0.000          0.000          0.000       -562.163       -338.120       -143.080        -17.807          0.000         99.000         355.000           0.000          -70.007         575.59        1515.45        2091.04         287.39          92.65           0.00         195.55           0.00        1454.55          0.000         60.903              ?              ?              ?              ?           9.08          18.65          27.74          23.72           4.02           4.02           3.72           0.00           1.34           0.00          18.04          0.609          0.000              ?              ?              ?              ?          0.040          0.014          0.007           0.012          0.010              ?               ?           5.247           2.757             2.757           2.757        900.000          0.892          0.916          0.224          2.779          8.462        293.768          0.328          1.000                     1.000                       1.000        171.917        103.516               3.000         32.000         32.009             17         32.453              11.000         57.306          0.275          0.277          0.226          0.266          0.285          0.296            2.5            7.5            5.6            3.3            3.4            1.7                          ?                      0.000                       1.000                           ?                            ?                      0.000                      ?                       ?                 0.028                 0.006                  0.006                 0.010                      ?                       ?                 0.065                 0.019                  0.017                 0.010         57.306                        601.219                   0.82                0.53                88.00                  107.55                   2.42                   46.32                1.30                46.32                 5.32                    2.42                190.02                   190.02
    28/Feb/2004       1331.313          6.273           23.8            2.7            0.0            0.4          261.8            6.0        18607.4            0.0            0.0       -271.298              35.564         -1.696        169.000         -0.305          0.000        -26.022          -9.544          -174.674             0.063          1.673          0.346        410.441        453.000          0.000          0.000          0.000          0.000       -565.133       -340.877       -143.689        -17.807          0.000        106.400         355.000           0.000          -48.373         576.12        1526.21        2102.34         291.39          89.19           0.00         195.55           0.00        1465.31          0.000         60.903              ?              ?              ?              ?           8.98          18.82          27.80          23.72           4.08           4.08           3.57           0.00           1.33           0.00          18.21          0.609          0.000              ?              ?              ?              ?          0.040          0.014          0.007           0.012          0.010              ?               ?           5.580           1.240             1.240           1.240        900.000          0.882          0.909          0.227          2.676          8.581        293.768          0.326          1.000                     1.000                       1.000        171.917        103.516               2.000         32.000         32.009             17         32.453              11.000         57.306          0.294          0.292          0.230          0.266          0.284          0.295            2.2            7.4            5.8            3.3            3.4            1.7                          ?                      0.000                       1.000                           ?                            ?                      0.000                      ?                       ?                 0.028                 0.006                  0.006                 0.010                      ?                       ?                 0.065                 0.019                  0.017                 0.010         57.306                        588.280                   0.80                0.53                88.00                  107.55                   2.32                   44.59                1.25                44.59                 5.33                    2.32                190.29                   190.29
