[sample.gcm_data.dat]
allow_sparse_data=TRUE
                           year    day      month       CERFAC         ECMWF           INGV          LODYC         METEO         MPI            UKMET
                           1892      308       11           0             0             0             0             0              0              0
                           1892      338       12           0             0             0             0             0              0              0
                           1893        3        1           0             0             0             0             0              0              0
                           1893       34        2           0             0             0             0             0              0              0
                           1893       63        3           0             0             0             0             0              0              0
                           1893       94        4           0             0             0             0             0              0              0
                           1893      120        5           0             0             0             0             0              0              0
                           1893      155        6           0             0             0             0             0              0              0
                           1893      185        7           0             0             0             0             0              0              0
                           1893      210        8           0             0             0             0             0              0              0
                           1893      247        9           0             0             0             0             0              0              0
                           1893      277       10           0             0             0             0             0              0              0
                           1893      308       11           0             0             0             0             0              0              0
                           1893      338       12           0             0             0             0             0              0              0
                           1894        3        1           0             0             0             0             0              0              0
                           1894       34        2           0             0             0             0             0              0              0
                           1894       63        3           0             0             0             0             0              0              0
                           1894       94        4           0             0             0             0             0              0              0
                           1894      120        5           0             0             0             0             0              0              0
                           1894      155        6           0             0             0             0             0              0              0
                           1894      185        7           0             0             0             0             0              0              0
                           1894      210        8           0             0             0             0             0              0              0
                           1894      247        9           0             0             0             0             0              0              0
                           1894      277       10           0             0             0             0             0              0              0
                           1894      308       11           0             0             0             0             0              0              0
                           1894      338       12           0             0             0             0             0              0              0
                           1895        3        1           0             0             0             0             0              0              0
                           1895       34        2           0             0             0             0             0              0              0
                           1895       63        3           0             0             0             0             0              0              0
                           1895       94        4           0             0             0             0             0              0              0
                           1895      120        5           0             0             0             0             0              0              0
                           1895      155        6           0             0             0             0             0              0              0
                           1895      185        7           0             0             0             0             0              0              0
                           1895      210        8           0             0             0             0             0              0              0
                           1895      247        9           0             0             0             0             0              0              0
                           1895      277       10           0             0             0             0             0              0              0
                           1895      308       11           0             0             0             0             0              0              0
                           1895      338       12           0             0             0             0             0              0              0
                           1896        3        1           0             0             0             0             0              0              0
                           1896       34        2           0             0             0             0             0              0              0
                           1896       63        3           0             0             0             0             0              0              0
                           1896       94        4           0             0             0             0             0              0              0
                           1896      120        5           0             0             0             0             0              0              0
                           1896      155        6           0             0             0             0             0              0              0
                           1896      185        7           0             0             0             0             0              0              0
                           1896      210        8           0             0             0             0             0              0              0
                           1896      247        9           0             0             0             0             0              0              0
                           1896      277       10           0             0             0             0             0              0              0
                           1896      308       11           0             0             0             0             0              0              0
                           1896      338       12           0             0             0             0             0              0              0
                           1897        3        1           0             0             0             0             0              0              0
                           1897       34        2           0             0             0             0             0              0              0
                           1897       63        3           0             0             0             0             0              0              0
                           1897       94        4           0             0             0             0             0              0              0
                           1897      120        5           0             0             0             0             0              0              0
                           1897      155        6           0             0             0             0             0              0              0
                           1897      185        7           0             0             0             0             0              0              0
                           1897      210        8           0             0             0             0             0              0              0
                           1897      247        9           0             0             0             0             0              0              0
                           1897      277       10           0             0             0             0             0              0              0
                           1897      308       11           0             0             0             0             0              0              0
                           1897      338       12           0             0             0             0             0              0              0
                           1898        3        1           0             0             0             0             0              0              0
                           1898       34        2           0             0             0             0             0              0              0
                           1898       63        3           0             0             0             0             0              0              0
                           1898       94        4           0             0             0             0             0              0              0
                           1898      120        5           0             0             0             0             0              0              0
                           1898      155        6           0             0             0             0             0              0              0
                           1898      185        7           0             0             0             0             0              0              0
                           1898      210        8           0             0             0             0             0              0              0
                           1898      247        9           0             0             0             0             0              0              0
                           1898      277       10           0             0             0             0             0              0              0
                           1898      308       11           0             0             0             0             0              0              0
                           1898      338       12           0             0             0             0             0              0              0
                           1899        3        1           0             0             0             0             0              0              0
                           1899       34        2           0             0             0             0             0              0              0
                           1899       63        3           0             0             0             0             0              0              0
                           1899       94        4           0             0             0             0             0              0              0
                           1899      120        5           0             0             0             0             0              0              0
                           1899      155        6           0             0             0             0             0              0              0
                           1899      185        7           0             0             0             0             0              0              0
                           1899      210        8           0             0             0             0             0              0              0
                           1899      247        9           0             0             0             0             0              0              0
                           1899      277       10           0             0             0             0             0              0              0
                           1899      308       11           0             0             0             0             0              0              0
                           1899      338       12           0             0             0             0             0              0              0
                           1900        3        1           0             0             0             0             0              0              0
                           1900       34        2           0             0             0             0             0              0              0
                           1900       63        3           0             0             0             0             0              0              0
                           1900       94        4           0             0             0             0             0              0              0
                           1900      120        5           0             0             0             0             0              0              0
                           1900      155        6           0             0             0             0             0              0              0
                           1900      185        7           0             0             0             0             0              0              0
                           1900      210        8           0             0             0             0             0              0              0
                           1900      247        9           0             0             0             0             0              0              0
                           1900      277       10           0             0             0             0             0              0              0
                           1900      308       11           0             0             0             0             0              0              0
                           1900      338       12           0             0             0             0             0              0              0
                           1901        3        1           0             0             0             0             0              0              0
                           1901       34        2           0             0             0             0             0              0              0
                           1901       63        3           0             0             0             0             0              0              0
                           1901       94        4           0             0             0             0             0              0              0
                           1901      120        5           0             0             0             0             0              0              0
                           1901      155        6           0             0             0             0             0              0              0
                           1901      185        7           0             0             0             0             0              0              0
                           1901      210        8           0             0             0             0             0              0              0
                           1901      247        9           0             0             0             0             0              0              0
                           1901      277       10           0             0             0             0             0              0              0
                           1901      308       11           0             0             0             0             0              0              0
                           1901      338       12           0             0             0             0             0              0              0
                           1902        3        1           0             0             0             0             0              0              0
                           1902       34        2           0             0             0             0             0              0              0
                           1902       63        3           0             0             0             0             0              0              0
                           1902       94        4           0             0             0             0             0              0              0
                           1902      120        5           0             0             0             0             0              0              0
                           1902      155        6           0             0             0             0             0              0              0
                           1902      185        7           0             0             0             0             0              0              0
                           1902      210        8           0             0             0             0             0              0              0
                           1902      247        9           0             0             0             0             0              0              0
                           1902      277       10           0             0             0             0             0              0              0
                           1902      308       11           0             0             0             0             0              0              0
                           1902      338       12           0             0             0             0             0              0              0
                           1903        3        1           0             0             0             0             0              0              0
                           1903       34        2           0             0             0             0             0              0              0
                           1903       63        3           0             0             0             0             0              0              0
                           1903       94        4           0             0             0             0             0              0              0
                           1903      120        5           0             0             0             0             0              0              0
                           1903      155        6           0             0             0             0             0              0              0
                           1903      185        7           0             0             0             0             0              0              0
                           1903      210        8           0             0             0             0             0              0              0
                           1903      247        9           0             0             0             0             0              0              0
                           1903      277       10           0             0             0             0             0              0              0
                           1903      308       11           0             0             0             0             0              0              0
                           1903      338       12           0             0             0             0             0              0              0
                           1904        3        1           0             0             0             0             0              0              0
                           1904       34        2           0             0             0             0             0              0              0
                           1904       63        3           0             0             0             0             0              0              0
                           1904       94        4           0             0             0             0             0              0              0
                           1904      120        5           0             0             0             0             0              0              0
                           1904      155        6           0             0             0             0             0              0              0
                           1904      185        7           0             0             0             0             0              0              0
                           1904      210        8           0             0             0             0             0              0              0
                           1904      247        9           0             0             0             0             0              0              0
                           1904      277       10           0             0             0             0             0              0              0
                           1904      308       11           0             0             0             0             0              0              0
                           1904      338       12           0             0             0             0             0              0              0
                           1905        3        1           0             0             0             0             0              0              0
                           1905       34        2           0             0             0             0             0              0              0
                           1905       63        3           0             0             0             0             0              0              0
                           1905       94        4           0             0             0             0             0              0              0
                           1905      120        5           0             0             0             0             0              0              0
                           1905      155        6           0             0             0             0             0              0              0
                           1905      185        7           0             0             0             0             0              0              0
                           1905      210        8           0             0             0             0             0              0              0
                           1905      247        9           0             0             0             0             0              0              0
                           1905      277       10           0             0             0             0             0              0              0
                           1905      308       11           0             0             0             0             0              0              0
                           1905      338       12           0             0             0             0             0              0              0
                           1906        3        1           0             0             0             0             0              0              0
                           1906       34        2           0             0             0             0             0              0              0
                           1906       63        3           0             0             0             0             0              0              0
                           1906       94        4           0             0             0             0             0              0              0
                           1906      120        5           0             0             0             0             0              0              0
                           1906      155        6           0             0             0             0             0              0              0
                           1906      185        7           0             0             0             0             0              0              0
                           1906      210        8           0             0             0             0             0              0              0
                           1906      247        9           0             0             0             0             0              0              0
                           1906      277       10           0             0             0             0             0              0              0
                           1906      308       11           0             0             0             0             0              0              0
                           1906      338       12           0             0             0             0             0              0              0
                           1907        3        1           0             0             0             0             0              0              0
                           1907       34        2           0             0             0             0             0              0              0
                           1907       63        3           0             0             0             0             0              0              0
                           1907       94        4           0             0             0             0             0              0              0
                           1907      120        5           0             0             0             0             0              0              0
                           1907      155        6           0             0             0             0             0              0              0
                           1907      185        7           0             0             0             0             0              0              0
                           1907      210        8           0             0             0             0             0              0              0
                           1907      247        9           0             0             0             0             0              0              0
                           1907      277       10           0             0             0             0             0              0              0
                           1907      308       11           0             0             0             0             0              0              0
                           1907      338       12           0             0             0             0             0              0              0
                           1908        3        1           0             0             0             0             0              0              0
                           1908       34        2           0             0             0             0             0              0              0
                           1908       63        3           0             0             0             0             0              0              0
                           1908       94        4           0             0             0             0             0              0              0
                           1908      120        5           0             0             0             0             0              0              0
                           1908      155        6           0             0             0             0             0              0              0
                           1908      185        7           0             0             0             0             0              0              0
                           1908      210        8           0             0             0             0             0              0              0
                           1908      247        9           0             0             0             0             0              0              0
                           1908      277       10           0             0             0             0             0              0              0
                           1908      308       11           0             0             0             0             0              0              0
                           1908      338       12           0             0             0             0             0              0              0
                           1909        3        1           0             0             0             0             0              0              0
                           1909       34        2           0             0             0             0             0              0              0
                           1909       63        3           0             0             0             0             0              0              0
                           1909       94        4           0             0             0             0             0              0              0
                           1909      120        5           0             0             0             0             0              0              0
                           1909      155        6           0             0             0             0             0              0              0
                           1909      185        7           0             0             0             0             0              0              0
                           1909      210        8           0             0             0             0             0              0              0
                           1909      247        9           0             0             0             0             0              0              0
                           1909      277       10           0             0             0             0             0              0              0
                           1909      308       11           0             0             0             0             0              0              0
                           1909      338       12           0             0             0             0             0              0              0
                           1910        3        1           0             0             0             0             0              0              0
                           1910       34        2           0             0             0             0             0              0              0
                           1910       63        3           0             0             0             0             0              0              0
                           1910       94        4           0             0             0             0             0              0              0
                           1910      120        5           0             0             0             0             0              0              0
                           1910      155        6           0             0             0             0             0              0              0
                           1910      185        7           0             0             0             0             0              0              0
                           1910      210        8           0             0             0             0             0              0              0
                           1910      247        9           0             0             0             0             0              0              0
                           1910      277       10           0             0             0             0             0              0              0
                           1910      308       11           0             0             0             0             0              0              0
                           1910      338       12           0             0             0             0             0              0              0
                           1911        3        1           0             0             0             0             0              0              0
                           1911       34        2           0             0             0             0             0              0              0
                           1911       63        3           0             0             0             0             0              0              0
                           1911       94        4           0             0             0             0             0              0              0
                           1911      120        5           0             0             0             0             0              0              0
                           1911      155        6           0             0             0             0             0              0              0
                           1911      185        7           0             0             0             0             0              0              0
                           1911      210        8           0             0             0             0             0              0              0
                           1911      247        9           0             0             0             0             0              0              0
                           1911      277       10           0             0             0             0             0              0              0
                           1911      308       11           0             0             0             0             0              0              0
                           1911      338       12           0             0             0             0             0              0              0
                           1912        3        1           0             0             0             0             0              0              0
                           1912       34        2           0             0             0             0             0              0              0
                           1912       63        3           0             0             0             0             0              0              0
                           1912       94        4           0             0             0             0             0              0              0
                           1912      120        5           0             0             0             0             0              0              0
                           1912      155        6           0             0             0             0             0              0              0
                           1912      185        7           0             0             0             0             0              0              0
                           1912      210        8           0             0             0             0             0              0              0
                           1912      247        9           0             0             0             0             0              0              0
                           1912      277       10           0             0             0             0             0              0              0
                           1912      308       11           0             0             0             0             0              0              0
                           1912      338       12           0             0             0             0             0              0              0
                           1913        3        1           0             0             0             0             0              0              0
                           1913       34        2           0             0             0             0             0              0              0
                           1913       63        3           0             0             0             0             0              0              0
                           1913       94        4           0             0             0             0             0              0              0
                           1913      120        5           0             0             0             0             0              0              0
                           1913      155        6           0             0             0             0             0              0              0
                           1913      185        7           0             0             0             0             0              0              0
                           1913      210        8           0             0             0             0             0              0              0
                           1913      247        9           0             0             0             0             0              0              0
                           1913      277       10           0             0             0             0             0              0              0
                           1913      308       11           0             0             0             0             0              0              0
                           1913      338       12           0             0             0             0             0              0              0
                           1914        3        1           0             0             0             0             0              0              0
                           1914       34        2           0             0             0             0             0              0              0
                           1914       63        3           0             0             0             0             0              0              0
                           1914       94        4           0             0             0             0             0              0              0
                           1914      120        5           0             0             0             0             0              0              0
                           1914      155        6           0             0             0             0             0              0              0
                           1914      185        7           0             0             0             0             0              0              0
                           1914      210        8           0             0             0             0             0              0              0
                           1914      247        9           0             0             0             0             0              0              0
                           1914      277       10           0             0             0             0             0              0              0
                           1914      308       11           0             0             0             0             0              0              0
                           1914      338       12           0             0             0             0             0              0              0
                           1915        3        1           0             0             0             0             0              0              0
                           1915       34        2           0             0             0             0             0              0              0
                           1915       63        3           0             0             0             0             0              0              0
                           1915       94        4           0             0             0             0             0              0              0
                           1915      120        5           0             0             0             0             0              0              0
                           1915      155        6           0             0             0             0             0              0              0
                           1915      185        7           0             0             0             0             0              0              0
                           1915      210        8           0             0             0             0             0              0              0
                           1915      247        9           0             0             0             0             0              0              0
                           1915      277       10           0             0             0             0             0              0              0
                           1915      308       11           0             0             0             0             0              0              0
                           1915      338       12           0             0             0             0             0              0              0
                           1916        3        1           0             0             0             0             0              0              0
                           1916       34        2           0             0             0             0             0              0              0
                           1916       63        3           0             0             0             0             0              0              0
                           1916       94        4           0             0             0             0             0              0              0
                           1916      120        5           0             0             0             0             0              0              0
                           1916      155        6           0             0             0             0             0              0              0
                           1916      185        7           0             0             0             0             0              0              0
                           1916      210        8           0             0             0             0             0              0              0
                           1916      247        9           0             0             0             0             0              0              0
                           1916      277       10           0             0             0             0             0              0              0
                           1916      308       11           0             0             0             0             0              0              0
                           1916      338       12           0             0             0             0             0              0              0
                           1917        3        1           0             0             0             0             0              0              0
                           1917       34        2           0             0             0             0             0              0              0
                           1917       63        3           0             0             0             0             0              0              0
                           1917       94        4           0             0             0             0             0              0              0
                           1917      120        5           0             0             0             0             0              0              0
                           1917      155        6           0             0             0             0             0              0              0
                           1917      185        7           0             0             0             0             0              0              0
                           1917      210        8           0             0             0             0             0              0              0
                           1917      247        9           0             0             0             0             0              0              0
                           1917      277       10           0             0             0             0             0              0              0
                           1917      308       11           0             0             0             0             0              0              0
                           1917      338       12           0             0             0             0             0              0              0
                           1918        3        1           0             0             0             0             0              0              0
